customer_id,trans_date,tran_amount
CS7230,2011-12-21,29
CS7802,2014-04-10,37
CS8080,2012-07-14,59
CS8098,2011-09-18,22
CS7391,2012-11-06,44
CS8795,2012-10-31,64
CS7858,2013-06-27,42
CS8362,2015-01-10,30
CS8716,2013-04-02,10
CS8895,2011-11-01,69
CS8093,2011-09-01,66
CS8788,2013-03-21,23
CS8089,2011-12-30,76
CS8263,2012-07-10,17
CS8034,2014-08-18,21
CS7590,2014-01-02,53
CS8680,2012-04-26,32
CS8980,2012-10-28,40
CS7197,2011-10-07,68
CS8536,2012-06-02,42
CS8030,2011-11-18,44
CS8354,2011-10-09,35
CS8314,2012-06-20,61
CS7555,2014-05-04,22
CS7433,2013-11-08,55
CS7529,2012-12-01,72
CS7988,2013-01-21,25
CS7152,2013-11-21,25
CS8393,2012-03-09,38
CS8869,2013-09-16,22
CS7580,2014-09-07,38
CS8633,2011-07-28,35
CS8228,2014-11-22,61
CS7798,2013-09-24,39
CS7260,2011-12-08,30
CS7357,2014-06-13,43
CS7600,2014-08-23,21
CS8761,2015-02-04,34
CS8916,2012-07-07,51
CS8277,2012-05-17,49
CS8639,2013-07-26,46
CS8010,2011-08-10,66
CS7750,2011-05-21,54
CS8127,2013-08-27,13
CS8804,2014-01-08,40
CS7246,2012-12-19,13
CS7821,2013-08-21,24
CS7692,2015-03-15,68
CS8837,2014-12-04,39
CS8055,2014-04-22,46
CS7327,2012-03-17,66
CS7452,2012-09-20,48
CS7354,2011-08-12,65
CS8876,2013-10-28,78
CS7313,2011-08-29,77
CS7888,2013-11-24,60
CS8174,2013-09-21,63
CS7672,2013-04-17,67
CS7336,2014-05-22,22
CS7518,2013-02-01,37
CS8330,2012-05-27,72
CS8796,2012-12-06,22
CS7477,2012-05-02,79
CS8182,2013-11-28,23
CS7364,2013-04-06,54
CS7344,2013-11-02,78
CS8601,2015-01-29,12
CS8596,2014-12-22,73
CS8210,2011-12-22,67
CS8103,2012-08-19,54
CS7995,2012-04-01,46
CS7245,2011-05-28,49
CS7140,2013-05-21,32
CS7706,2013-06-22,26
CS7724,2012-08-21,44
CS8608,2011-06-19,35
CS8964,2013-11-30,29
CS8463,2015-03-03,71
CS8661,2013-04-23,11
CS8990,2013-05-12,49
CS8356,2013-11-20,25
CS8203,2014-11-09,10
CS7279,2014-09-03,10
CS7947,2012-09-24,54
CS8127,2015-03-05,57
CS7969,2011-11-12,70
CS7800,2014-07-12,43
CS8243,2012-06-12,29
CS8694,2012-06-17,73
CS8747,2012-03-14,64
CS7802,2015-02-01,23
CS8498,2014-03-05,25
CS7319,2014-08-07,40
CS7164,2013-07-06,48
CS8508,2011-09-10,23
CS8366,2013-07-09,38
CS8854,2014-12-25,21
CS8422,2012-06-03,26
CS7841,2011-09-08,54
CS7338,2014-04-16,24
CS7540,2014-12-09,40
CS7679,2012-08-04,56
CS7788,2013-12-18,61
CS7316,2012-05-10,54
CS7290,2012-11-03,62
CS7473,2013-01-03,38
CS8371,2014-04-25,28
CS7490,2015-02-10,62
CS8299,2012-07-08,21
CS8648,2011-12-05,43
CS8477,2012-02-17,29
CS8116,2011-10-11,22
CS7613,2012-07-10,59
CS7656,2014-10-14,50
CS7427,2012-12-29,78
CS8702,2014-06-08,20
CS8583,2015-01-24,47
CS8668,2012-02-27,65
CS7732,2012-08-28,78
CS8052,2012-06-17,13
CS8054,2015-01-30,53
CS7678,2014-12-31,42
CS8878,2013-09-23,63
CS8657,2012-06-14,65
CS7257,2014-05-25,24
CS8134,2013-05-26,61
CS8808,2012-08-05,20
CS8577,2015-03-08,18
CS8705,2013-10-14,36
CS8711,2014-01-28,59
CS8095,2012-07-31,64
CS8813,2012-07-14,35
CS7736,2012-01-30,63
CS7959,2012-11-24,62
CS8496,2013-03-09,66
CS8017,2013-01-18,14
CS8568,2012-12-15,36
CS7434,2014-04-05,20
CS8483,2014-11-30,20
CS7610,2012-02-25,72
CS7756,2012-02-21,66
CS8663,2013-01-07,47
CS8973,2013-04-10,40
CS7445,2013-03-30,59
CS7372,2011-08-13,27
CS7241,2012-06-15,32
CS7213,2012-04-28,45
CS7887,2011-08-27,68
CS8821,2014-04-26,72
CS7972,2013-02-14,25
CS7850,2015-01-14,28
CS8482,2012-05-11,12
CS8448,2012-02-11,75
CS8309,2014-08-02,76
CS8334,2012-11-26,61
CS7699,2013-08-21,33
CS7695,2014-04-05,75
CS8538,2013-07-30,17
CS7231,2014-09-27,42
CS7512,2013-08-03,20
CS7309,2012-07-21,73
CS8104,2012-09-01,76
CS8785,2014-05-20,13
CS8637,2012-05-30,53
CS7279,2015-01-11,68
CS7893,2012-07-09,53
CS8846,2014-10-28,21
CS8041,2012-09-27,52
CS8468,2012-12-14,43
CS7942,2014-11-28,68
CS8557,2013-12-16,64
CS8469,2014-03-18,25
CS8094,2011-07-16,36
CS7324,2013-02-17,35
CS7740,2014-01-11,14
CS7759,2012-12-07,40
CS8343,2013-03-12,60
CS7302,2013-02-25,10
CS8800,2012-02-04,43
CS7334,2014-07-19,45
CS8101,2015-01-13,36
CS7603,2014-01-18,60
CS7378,2012-11-24,69
CS8645,2013-03-05,58
CS8630,2013-07-10,43
CS7857,2014-01-16,45
CS7434,2015-02-27,70
CS7989,2014-11-16,37
CS8785,2012-11-30,33
CS8024,2011-10-10,44
CS8577,2014-10-01,30
CS8791,2013-09-24,66
CS8591,2012-09-06,26
CS7766,2011-05-23,56
CS8641,2013-04-23,20
CS7791,2015-03-03,41
CS8050,2012-05-31,67
CS7390,2012-09-09,63
CS8339,2015-01-07,28
CS8220,2011-08-24,58
CS8247,2014-08-27,40
CS7159,2011-07-20,12
CS7226,2011-06-12,71
CS8521,2013-08-27,19
CS8557,2014-07-11,44
CS8790,2013-05-13,16
CS8290,2012-12-29,66
CS7254,2014-11-14,42
CS8702,2013-09-16,10
CS8085,2012-06-09,38
CS7864,2013-03-19,54
CS8951,2013-09-20,53
CS7920,2014-12-23,38
CS7236,2014-04-05,21
CS8065,2014-05-18,43
CS7719,2012-08-12,73
CS8826,2012-10-11,67
CS7644,2012-06-27,14
CS7865,2011-07-12,21
CS8305,2013-10-27,69
CS8776,2011-09-28,71
CS7173,2012-11-20,60
CS7409,2014-12-20,61
CS7693,2011-06-29,13
CS8141,2012-07-11,72
CS7282,2012-11-09,29
CS7788,2014-10-08,25
CS8755,2013-12-19,44
CS7241,2014-10-07,62
CS8783,2014-04-13,73
CS7550,2013-03-04,30
CS8463,2014-12-11,58
CS8581,2013-10-24,36
CS8279,2012-12-27,23
CS7307,2012-01-23,15
CS7272,2011-07-22,45
CS8424,2011-08-21,33
CS8579,2014-12-12,27
CS8209,2014-10-29,72
CS8692,2011-07-04,70
CS7113,2015-02-09,33
CS8404,2013-03-08,47
CS8407,2012-04-23,78
CS7596,2012-11-21,44
CS7656,2011-12-20,59
CS8363,2011-08-24,68
CS8288,2013-04-05,26
CS7396,2012-08-27,27
CS7289,2013-01-03,70
CS7643,2013-12-26,61
CS8165,2014-07-15,74
CS7394,2014-03-24,79
CS7203,2014-06-19,53
CS7230,2013-08-17,46
CS7588,2012-02-01,11
CS8281,2014-02-17,50
CS8779,2011-11-15,36
CS8911,2014-12-13,79
CS7384,2012-03-05,57
CS8503,2012-10-06,78
CS7239,2014-07-07,58
CS7604,2013-08-13,63
CS7502,2013-10-26,44
CS8643,2011-10-16,33
CS8692,2014-04-22,57
CS7853,2012-10-20,49
CS7566,2012-02-22,56
CS7667,2014-04-03,22
CS8108,2013-06-08,29
CS8620,2011-05-18,40
CS7142,2014-01-12,78
CS7115,2011-09-11,11
CS8376,2012-07-04,75
CS7855,2013-10-19,31
CS8899,2015-01-14,30
CS8318,2014-01-20,15
CS8179,2012-06-21,65
CS8490,2014-03-13,15
CS7967,2013-06-12,63
CS8586,2013-01-06,19
CS7558,2012-05-19,77
CS8613,2015-01-31,76
CS8027,2012-01-30,69
CS8456,2013-05-12,48
CS7366,2012-05-22,29
CS8257,2013-11-05,50
CS7602,2014-03-05,57
CS8031,2011-07-02,29
CS8224,2012-03-13,17
CS8145,2015-01-04,45
CS8291,2014-02-14,40
CS7214,2011-12-21,74
CS7116,2011-07-21,79
CS7554,2012-04-10,33
CS7186,2011-08-07,22
CS8346,2014-11-27,42
CS7653,2013-03-10,10
CS8833,2015-03-13,27
CS8118,2012-11-08,65
CS7313,2011-10-12,70
CS7892,2011-07-22,40
CS8199,2013-05-15,16
CS7399,2014-12-31,38
CS8638,2012-10-30,49
CS8194,2012-04-06,20
CS7589,2014-12-17,27
CS8508,2014-05-05,72
CS8970,2011-07-18,64
CS8891,2013-05-14,33
CS7278,2012-11-30,24
CS8602,2011-07-30,76
CS7419,2014-01-02,49
CS7174,2013-07-28,61
CS8055,2012-09-21,32
CS7274,2012-11-15,68
CS8531,2013-05-19,43
CS8414,2014-02-12,53
CS8597,2012-11-30,35
CS7170,2015-03-13,78
CS8926,2015-02-15,25
CS8544,2014-09-15,42
CS7659,2015-02-01,62
CS8008,2011-06-06,40
CS7263,2015-03-10,28
CS7326,2011-12-23,11
CS8744,2012-02-06,77
CS7810,2013-02-12,32
CS7520,2011-06-29,39
CS8538,2011-10-28,65
CS8631,2013-06-07,64
CS8457,2013-06-22,40
CS7381,2012-01-12,46
CS7311,2013-09-29,17
CS8701,2012-06-13,48
CS7604,2014-07-18,64
CS8473,2013-05-02,41
CS8980,2011-12-10,44
CS7156,2013-03-11,42
CS8944,2013-03-30,60
CS7995,2013-06-23,29
CS8350,2011-05-30,71
CS8807,2012-10-13,59
CS8494,2013-09-15,19
CS8303,2012-02-09,79
CS8078,2011-10-08,31
CS8010,2013-03-19,35
CS8182,2013-12-09,14
CS8941,2011-08-24,76
CS7588,2014-09-13,38
CS7117,2014-07-02,23
CS8205,2012-01-10,78
CS7138,2011-06-06,37
CS7683,2013-06-19,38
CS7183,2014-06-23,56
CS7444,2012-06-15,21
CS8590,2014-10-11,33
CS7298,2015-01-31,18
CS8246,2012-09-06,18
CS7853,2013-10-13,63
CS7708,2011-12-12,30
CS7943,2013-11-05,63
CS8491,2015-01-30,43
CS8697,2014-04-18,79
CS7356,2012-01-28,59
CS8817,2013-04-11,18
CS8929,2012-03-24,79
CS7270,2013-01-30,50
CS7721,2014-03-27,64
CS7804,2014-04-16,29
CS7610,2011-09-02,41
CS8620,2014-10-25,33
CS7923,2013-07-30,73
CS8112,2013-06-29,31
CS8670,2013-03-10,59
CS7490,2011-10-16,32
CS7205,2012-01-23,30
CS8682,2014-11-24,47
CS7623,2011-11-05,50
CS7575,2014-03-27,65
CS7951,2014-02-15,17
CS7540,2013-10-18,65
CS7180,2014-04-03,23
CS7829,2014-06-13,67
CS8194,2013-12-03,36
CS7235,2012-12-16,33
CS8828,2013-04-19,34
CS7560,2013-12-26,12
CS8663,2012-12-03,29
CS7791,2014-06-17,20
CS8130,2015-01-20,63
CS7502,2014-07-20,50
CS8474,2012-12-14,68
CS8502,2014-07-30,44
CS8739,2014-05-25,19
CS8673,2015-03-15,49
CS7343,2012-05-18,65
CS7699,2015-02-28,36
CS8838,2013-07-17,32
CS8682,2013-02-12,53
CS8553,2012-06-26,74
CS7982,2011-11-20,76
CS7600,2012-06-15,34
CS7581,2013-06-23,54
CS7279,2014-02-19,55
CS8834,2013-07-04,53
CS8428,2012-10-15,43
CS7671,2012-03-22,56
CS8786,2013-03-14,28
CS8574,2013-07-21,49
CS7591,2012-01-01,67
CS7887,2012-02-04,43
CS8953,2014-02-25,38
CS8617,2012-01-17,44
CS8449,2014-08-01,53
CS7819,2013-03-29,17
CS8399,2012-11-14,77
CS7180,2014-01-02,22
CS8775,2011-07-18,62
CS8019,2014-02-11,60
CS8860,2013-09-20,12
CS8761,2013-01-31,60
CS8783,2012-09-06,57
CS7259,2011-09-23,72
CS8514,2014-06-16,29
CS7490,2014-07-18,28
CS8639,2012-08-07,19
CS7690,2011-09-12,16
CS7238,2014-07-20,29
CS8011,2011-12-06,70
CS7610,2013-01-22,34
CS8072,2015-01-12,65
CS8299,2013-05-21,73
CS7613,2011-06-26,29
CS8378,2013-08-19,46
CS8817,2012-02-27,32
CS8098,2014-02-01,26
CS7819,2012-03-27,56
CS8860,2014-09-25,38
CS7905,2012-06-22,28
CS8092,2012-05-09,46
CS8860,2012-09-08,15
CS8600,2012-01-19,60
CS8209,2014-09-19,58
CS8233,2011-05-25,60
CS7519,2014-12-09,69
CS8309,2012-08-16,29
CS8941,2014-01-19,54
CS7176,2014-05-25,12
CS8646,2015-01-18,16
CS8139,2011-08-05,19
CS7368,2013-03-05,71
CS7993,2012-01-09,32
CS8739,2014-03-09,69
CS7478,2014-01-24,56
CS7340,2012-10-02,71
CS7206,2013-08-03,20
CS7687,2015-02-20,79
CS8517,2013-11-22,74
CS8939,2013-11-16,61
CS7718,2014-12-29,50
CS8371,2012-04-29,10
CS7778,2015-02-13,24
CS7809,2012-09-23,66
CS8431,2011-11-28,45
CS7855,2013-03-10,67
CS8639,2014-09-24,69
CS7458,2013-08-04,24
CS7271,2013-03-04,16
CS7952,2012-01-22,51
CS8876,2013-08-20,29
CS7130,2014-05-12,51
CS8938,2013-12-03,79
CS8644,2015-02-19,76
CS8626,2014-07-05,44
CS8526,2015-01-20,39
CS8442,2014-05-04,54
CS8183,2012-03-29,72
CS7736,2011-08-27,46
CS8962,2013-06-13,22
CS8135,2014-10-24,29
CS7600,2011-06-14,43
CS7277,2014-12-18,25
CS7483,2013-03-25,39
CS7264,2014-10-14,23
CS7121,2011-05-30,45
CS8104,2013-10-26,64
CS8793,2015-01-05,14
CS7501,2011-12-18,24
CS8317,2011-08-30,69
CS8601,2011-08-12,37
CS7568,2012-09-11,39
CS8376,2012-12-03,59
CS8324,2013-08-07,76
CS8624,2015-02-07,55
CS8810,2014-12-17,17
CS7972,2014-04-15,26
CS8493,2015-02-04,30
CS7885,2012-02-15,69
CS7471,2013-05-06,20
CS8249,2013-06-07,38
CS7352,2013-08-16,47
CS8939,2014-09-13,47
CS7958,2012-03-25,60
CS8947,2011-08-26,36
CS7211,2014-03-05,38
CS8352,2014-06-02,36
CS7966,2015-01-14,42
CS7933,2014-11-16,79
CS7751,2014-12-08,37
CS8137,2012-02-03,29
CS7639,2012-02-22,49
CS7479,2012-12-18,74
CS8391,2013-10-20,77
CS8617,2013-12-24,70
CS8636,2013-05-20,42
CS7960,2013-10-02,77
CS7792,2012-04-20,74
CS7226,2013-02-10,22
CS8283,2011-10-01,72
CS8960,2015-02-09,45
CS8277,2014-07-06,13
CS8471,2014-11-05,20
CS8819,2015-02-21,67
CS7617,2012-03-15,60
CS7389,2014-05-06,26
CS8300,2012-06-11,29
CS7419,2014-04-24,55
CS7473,2013-09-05,44
CS7194,2011-10-14,62
CS7559,2015-01-21,22
CS7947,2014-07-02,19
CS8286,2011-07-08,32
CS7731,2015-03-02,28
CS8954,2014-02-28,44
CS8448,2012-04-29,24
CS8342,2012-08-01,27
CS7684,2012-01-01,74
CS8867,2012-11-29,22
CS8241,2013-08-10,22
CS8308,2013-07-11,27
CS8643,2014-10-01,38
CS7579,2012-10-06,29
CS7905,2015-03-02,58
CS8194,2015-01-16,41
CS8871,2013-10-06,23
CS8111,2013-04-20,73
CS8616,2015-02-01,32
CS7558,2011-10-29,44
CS7491,2011-07-21,69
CS8722,2013-11-24,60
CS7896,2013-05-08,16
CS8117,2012-07-26,70
CS7533,2014-05-12,77
CS7214,2012-01-10,44
CS8288,2012-01-17,16
CS8558,2012-07-30,76
CS8010,2011-11-16,44
CS7776,2011-10-09,17
CS8341,2013-05-13,56
CS7170,2014-09-26,54
CS8442,2014-01-21,71
CS8422,2012-10-06,76
CS7163,2015-02-06,30
CS8408,2015-03-05,70
CS8310,2011-09-23,67
CS8854,2014-01-06,60
CS7428,2014-09-11,69
CS7640,2012-06-16,42
CS7723,2013-03-09,78
CS8318,2013-05-18,79
CS7867,2012-12-17,79
CS7130,2015-02-10,33
CS8225,2013-05-12,21
CS7671,2012-10-08,53
CS8917,2015-01-04,28
CS8855,2014-07-05,22
CS7867,2012-06-02,32
CS7669,2014-05-03,51
CS8041,2013-11-29,79
CS8501,2013-06-11,61
CS8427,2011-12-14,56
CS8799,2013-11-06,65
CS7749,2012-05-20,78
CS8560,2014-07-02,68
CS7768,2011-10-03,24
CS8795,2013-05-24,14
CS7475,2011-08-22,73
CS7127,2014-11-13,72
CS8362,2011-09-21,39
CS8604,2012-12-28,57
CS8756,2014-11-09,75
CS8999,2011-09-24,61
CS7445,2012-04-18,15
CS7233,2014-11-06,74
CS7164,2013-10-14,69
CS7220,2012-07-17,43
CS8320,2012-10-14,52
CS8480,2013-03-11,79
CS8018,2014-08-25,62
CS8002,2013-09-14,79
CS8621,2011-12-01,29
CS8699,2013-08-22,64
CS8506,2012-02-05,17
CS7166,2011-08-19,57
CS7296,2014-09-28,13
CS7520,2012-04-13,41
CS8308,2011-06-05,42
CS8679,2013-08-10,42
CS8671,2012-05-21,17
CS8291,2014-06-14,74
CS7627,2012-07-30,25
CS8305,2013-04-16,42
CS8688,2013-01-31,79
CS8664,2014-12-10,67
CS7944,2013-09-21,76
CS7789,2013-04-15,41
CS7164,2012-05-31,29
CS8836,2014-08-13,34
CS8377,2014-07-12,52
CS8433,2013-08-26,55
CS7370,2013-06-10,58
CS8863,2011-09-06,31
CS8672,2014-12-04,28
CS7642,2013-07-25,74
CS7897,2013-12-07,27
CS7282,2014-09-14,11
CS8605,2013-05-16,44
CS7153,2012-09-16,51
CS8213,2015-01-27,11
CS8931,2015-03-11,20
CS7234,2012-01-06,10
CS7911,2014-05-19,20
CS8986,2013-10-16,61
CS8636,2014-11-01,68
CS7618,2013-04-30,78
CS7228,2011-12-17,35
CS8991,2011-11-02,55
CS8102,2012-10-09,72
CS7978,2013-05-18,69
CS7149,2014-12-11,64
CS7825,2012-08-13,68
CS8991,2014-05-17,79
CS8032,2012-04-10,16
CS7993,2012-06-29,57
CS7178,2012-11-05,39
CS8206,2011-10-12,25
CS8454,2013-03-07,44
CS7789,2013-05-22,61
CS7247,2012-06-11,23
CS8679,2012-05-11,59
CS7409,2011-08-21,73
CS7461,2015-02-17,55
CS8967,2012-09-06,44
CS7357,2011-12-03,22
CS7406,2013-06-14,56
CS8030,2014-08-29,77
CS8218,2014-01-02,79
CS7793,2015-01-19,19
CS8556,2013-08-07,77
CS8847,2011-08-28,79
CS8270,2012-11-15,19
CS7694,2012-01-03,68
CS7618,2012-10-29,65
CS7878,2011-11-18,49
CS7465,2014-11-10,61
CS8517,2014-10-03,15
CS7578,2011-06-05,37
CS8034,2013-07-30,27
CS8583,2012-01-28,55
CS8928,2011-12-13,44
CS7965,2011-06-01,70
CS7406,2011-07-19,64
CS8252,2013-01-02,51
CS7118,2014-02-18,68
CS8510,2012-09-22,13
CS8681,2011-12-25,69
CS7236,2012-11-25,46
CS7480,2012-02-23,44
CS7127,2013-03-10,57
CS7457,2013-09-24,27
CS7526,2012-06-11,11
CS8142,2015-02-12,73
CS8664,2015-01-13,62
CS8784,2013-09-11,44
CS8433,2011-07-28,37
CS8101,2014-06-14,41
CS8442,2013-09-26,37
CS8053,2013-10-11,40
CS7921,2011-08-26,68
CS7817,2012-06-27,43
CS7698,2012-01-06,16
CS7826,2013-12-11,48
CS7756,2011-07-10,77
CS8920,2013-12-03,37
CS8974,2011-12-12,33
CS7462,2014-06-01,31
CS8059,2011-11-14,61
CS7898,2014-08-09,65
CS7710,2012-09-08,45
CS7325,2014-07-31,50
CS8127,2012-10-05,14
CS8839,2012-04-16,64
CS7957,2014-06-06,76
CS7745,2011-08-21,46
CS7377,2013-02-13,46
CS8982,2014-12-24,66
CS8662,2013-08-23,33
CS7303,2014-01-01,55
CS7648,2014-03-03,26
CS7826,2011-10-01,42
CS7941,2012-10-22,16
CS7420,2011-09-11,27
CS8822,2012-07-11,68
CS8198,2011-09-10,18
CS7738,2013-05-08,47
CS8257,2014-12-27,25
CS7281,2012-06-23,66
CS8335,2011-05-19,52
CS7831,2013-07-19,18
CS8856,2011-12-24,28
CS7892,2014-11-16,64
CS8242,2013-05-14,11
CS7431,2012-04-24,44
CS7340,2011-07-28,30
CS7797,2013-12-15,15
CS8015,2012-05-19,78
CS8328,2011-11-30,64
CS7812,2014-06-17,35
CS7126,2012-03-31,36
CS7417,2012-10-14,10
CS7183,2012-11-04,41
CS8457,2013-09-29,76
CS8377,2012-10-03,76
CS8279,2014-02-16,36
CS8492,2014-08-21,67
CS7973,2013-05-14,26
CS8244,2012-10-30,47
CS7234,2011-12-12,36
CS7666,2013-11-28,77
CS8312,2012-10-24,46
CS8779,2014-11-22,23
CS8566,2014-05-29,36
CS7769,2014-07-09,34
CS7157,2012-04-26,29
CS8116,2011-06-03,49
CS7422,2014-04-18,43
CS7275,2014-11-18,37
CS8710,2012-04-23,35
CS7227,2011-10-21,13
CS8135,2011-08-07,75
CS7328,2012-02-04,15
CS8074,2013-06-23,52
CS7982,2011-08-04,11
CS7743,2011-09-22,57
CS8041,2013-04-16,59
CS7784,2014-11-17,36
CS8769,2013-11-02,19
CS7726,2014-11-27,52
CS7489,2013-06-28,12
CS8495,2014-03-25,33
CS7170,2013-09-02,10
CS7141,2014-09-07,63
CS8544,2012-12-02,30
CS8419,2011-10-02,76
CS8772,2012-03-28,68
CS8136,2011-09-18,60
CS8187,2015-01-20,52
CS7194,2013-06-20,47
CS7190,2013-05-22,65
CS8666,2014-01-22,28
CS7852,2013-04-30,39
CS8748,2011-07-31,66
CS7564,2015-02-26,57
CS7200,2014-01-19,43
CS7215,2012-01-08,61
CS8459,2014-11-26,26
CS8666,2013-04-13,71
CS7884,2014-10-04,62
CS8775,2011-07-04,77
CS7743,2014-07-29,21
CS7356,2014-04-14,67
CS8990,2012-11-08,53
CS8881,2012-07-05,52
CS7851,2011-06-07,73
CS8060,2012-08-01,21
CS8419,2013-01-04,48
CS7719,2014-03-07,71
CS7976,2012-05-23,44
CS7961,2014-06-13,43
CS8377,2013-03-23,62
CS7256,2013-06-10,42
CS8032,2012-12-12,17
CS7291,2014-02-18,21
CS7334,2012-02-16,38
CS7583,2014-10-25,20
CS8870,2014-10-10,77
CS7306,2014-07-01,74
CS7958,2014-08-20,66
CS8932,2014-11-25,48
CS7485,2012-01-07,75
CS8777,2014-05-15,33
CS8732,2013-05-01,76
CS8569,2014-03-12,22
CS8935,2012-10-24,40
CS7309,2013-07-28,77
CS8573,2014-09-01,18
CS8512,2014-06-28,68
CS8872,2014-11-07,68
CS8066,2011-08-26,71
CS7741,2011-09-03,59
CS8968,2012-04-04,47
CS8635,2012-04-25,73
CS7520,2013-04-25,24
CS8885,2014-10-23,68
CS7196,2014-08-24,53
CS7434,2014-11-22,49
CS7140,2011-06-06,13
CS7210,2014-07-22,52
CS8666,2013-08-17,70
CS8138,2011-12-13,54
CS7601,2012-06-17,15
CS7265,2011-10-24,73
CS7613,2012-08-12,33
CS8230,2013-03-24,43
CS7677,2012-05-02,13
CS7754,2014-10-07,44
CS7542,2011-08-01,73
CS8579,2011-12-14,45
CS8295,2012-12-03,14
CS8257,2011-12-14,75
CS8704,2014-12-10,36
CS8753,2012-12-01,31
CS8653,2014-06-25,30
CS8819,2015-01-30,75
CS8991,2011-09-07,45
CS7905,2012-03-13,32
CS8294,2013-06-28,16
CS8313,2014-03-13,30
CS8176,2011-06-02,34
CS8832,2015-01-29,27
CS7325,2013-05-07,21
CS7542,2012-03-14,17
CS8096,2011-08-05,42
CS7401,2012-12-27,32
CS7160,2014-05-26,55
CS8124,2014-04-30,25
CS8914,2012-03-24,72
CS7131,2011-11-03,62
CS7700,2013-01-01,50
CS7724,2013-04-09,54
CS8770,2012-02-06,73
CS7187,2011-07-30,42
CS7890,2012-09-14,64
CS7738,2012-03-07,26
CS7316,2013-10-01,74
CS7579,2013-11-02,38
CS7381,2012-11-30,27
CS7135,2012-02-15,59
CS8543,2013-11-24,42
CS8753,2012-10-23,38
CS8838,2011-11-30,35
CS8443,2011-12-03,15
CS8480,2011-08-15,64
CS7283,2014-11-09,56
CS7836,2013-10-22,75
CS7364,2013-10-03,49
CS8966,2012-12-03,50
CS7989,2014-04-16,75
CS7666,2012-10-18,11
CS7974,2011-09-13,67
CS7705,2012-07-25,55
CS8862,2011-09-17,37
CS8945,2014-04-27,25
CS8208,2013-03-27,76
CS7472,2013-08-13,14
CS7381,2011-06-02,64
CS7832,2012-12-22,22
CS7313,2012-03-22,40
CS8687,2012-02-21,23
CS7737,2013-11-19,44
CS8579,2015-03-01,24
CS7760,2012-06-23,55
CS7901,2011-06-02,64
CS8392,2013-11-05,70
CS7358,2014-06-14,62
CS7222,2015-01-30,57
CS8304,2011-09-26,49
CS8723,2012-07-05,17
CS7631,2013-11-18,44
CS7348,2013-01-24,38
CS8786,2011-08-30,73
CS8914,2014-06-29,59
CS7639,2012-08-24,53
CS8827,2013-03-01,55
CS8495,2013-06-21,38
CS8101,2013-09-13,77
CS8898,2013-01-26,48
CS8926,2014-03-05,62
CS7890,2014-06-04,50
CS8843,2014-09-29,62
CS7249,2011-09-23,25
CS8969,2013-06-17,33
CS7583,2012-04-19,70
CS8063,2013-06-13,41
CS8872,2013-05-26,42
CS8764,2013-10-25,13
CS8553,2014-04-12,75
CS8380,2011-11-09,11
CS7403,2012-02-08,39
CS8671,2015-01-10,76
CS8489,2013-08-15,38
CS7247,2012-08-20,47
CS7563,2012-10-20,22
CS7773,2013-01-11,35
CS8239,2012-12-13,71
CS7190,2013-11-16,57
CS8045,2013-12-02,45
CS7352,2014-05-08,36
CS8926,2011-11-10,53
CS8574,2012-11-03,36
CS7571,2012-12-14,75
CS8530,2014-11-04,22
CS7199,2013-12-17,45
CS8232,2014-09-01,71
CS7273,2013-09-12,71
CS8888,2012-12-02,42
CS8370,2013-06-02,54
CS7986,2014-02-23,45
CS8742,2013-09-30,77
CS8868,2014-10-16,54
CS7623,2012-02-04,43
CS7438,2011-12-28,56
CS7939,2012-11-08,69
CS7333,2014-06-12,10
CS8107,2013-01-26,67
CS8186,2014-05-17,29
CS8055,2014-10-21,45
CS8672,2014-04-20,29
CS8676,2014-05-11,13
CS8089,2011-08-27,26
CS7879,2012-07-18,61
CS8518,2014-07-07,63
CS7326,2014-02-13,36
CS7827,2013-04-11,51
CS8036,2014-12-31,30
CS8817,2012-09-17,67
CS7460,2014-08-27,36
CS8299,2013-05-12,56
CS8539,2013-10-12,49
CS8624,2012-06-22,44
CS8065,2012-09-11,58
CS7867,2013-06-18,27
CS8600,2011-11-16,41
CS8963,2013-01-21,20
CS8137,2013-11-16,76
CS7327,2013-11-10,54
CS8323,2014-10-04,11
CS8044,2011-08-17,18
CS8149,2015-01-20,33
CS8547,2015-02-20,51
CS7366,2012-08-26,11
CS8985,2013-05-22,59
CS7631,2014-01-15,29
CS8003,2012-08-28,56
CS7713,2011-05-28,75
CS7838,2011-10-16,43
CS8662,2012-01-02,33
CS8556,2014-07-12,52
CS8842,2012-12-24,49
CS8081,2013-10-18,51
CS8088,2013-02-07,57
CS8089,2013-04-26,31
CS7327,2013-02-16,79
CS8966,2012-05-24,52
CS8320,2012-09-17,12
CS8206,2012-02-29,54
CS7656,2013-06-26,68
CS8761,2013-05-17,70
CS8115,2011-07-13,39
CS8741,2012-09-26,65
CS8474,2013-10-19,61
CS8943,2012-10-10,52
CS7748,2015-01-29,37
CS8382,2014-09-16,53
CS8529,2015-02-09,68
CS8052,2011-06-20,31
CS7585,2013-06-19,46
CS7503,2014-08-09,21
CS8935,2013-11-18,75
CS7983,2014-07-14,70
CS7905,2011-06-03,43
CS7657,2014-11-11,79
CS7648,2014-11-20,49
CS7906,2014-03-18,13
CS7950,2014-12-07,37
CS8179,2011-07-21,66
CS8270,2012-08-17,47
CS8835,2013-11-26,47
