customer_id,recency,frequency,monetary,response
CS4129,113,20,1319,0
CS4130,22,23,1725,0
CS4131,97,21,1478,0
CS4132,38,19,1274,0
CS4133,8,24,1693,0
CS4134,66,18,1220,0
CS4135,28,14,941,0
CS4136,215,24,1621,1
CS4137,39,17,1202,0
CS4138,25,15,1045,0
CS4139,157,31,2099,1
CS4140,0,22,1489,0
CS4141,37,23,1735,0
CS4142,22,19,1364,0
CS4143,221,14,928,0
CS4144,10,27,1962,0
CS4145,99,24,1593,0
CS4146,45,24,1592,0
CS4147,24,25,1739,0
CS4148,37,17,1242,0
CS4149,67,20,1358,0
CS4150,235,20,1376,0
CS4151,63,12,959,0
CS4152,10,21,1531,0
CS4153,3,15,1127,0
CS4154,50,24,1619,0
CS4155,1,17,1169,0
CS4156,37,12,997,0
CS4157,206,22,1418,1
CS4158,91,21,1586,0
CS4159,211,15,1081,0
CS4160,23,22,1512,0
CS4161,15,19,1364,0
CS4162,35,16,1068,0
CS4163,127,26,1921,0
CS4164,189,15,1136,0
CS4165,11,22,1559,0
CS4166,144,16,1049,0
CS4167,35,26,1681,0
CS4168,110,14,918,0
CS4169,86,20,1489,0
CS4170,70,15,1012,0
CS4171,22,19,1169,0
CS4172,39,18,1195,0
CS4173,244,16,1155,0
CS4174,117,13,946,0
CS4175,8,19,1235,0
CS4176,109,16,970,0
CS4177,25,21,1529,0
CS4178,62,28,1781,0
CS4179,76,23,1724,0
CS4180,162,22,1444,0
CS4181,72,15,1043,0
CS4182,178,23,1489,0
CS4183,61,21,1481,1
CS4184,41,26,1836,0
CS4185,100,13,876,0
CS4186,8,21,1513,0
CS4187,1,22,1512,0
CS4188,1,18,1415,0
CS4189,21,24,1616,0
CS4190,157,18,1047,0
CS4191,29,16,1203,0
CS4192,85,21,1330,0
CS4193,37,24,1654,0
CS4194,62,25,1893,0
CS4195,12,24,1583,0
CS4196,3,23,1457,0
CS4197,67,27,1917,0
CS4198,51,18,1338,0
CS4199,12,19,1205,0
CS4200,40,19,1092,0
CS4201,15,17,1299,0
CS4202,32,17,1170,0
CS4203,2,19,1261,0
CS4204,103,16,1081,0
CS4205,12,14,938,0
CS4206,2,23,1500,0
CS4207,48,26,1740,0
CS4208,78,17,1115,0
CS4209,37,22,1453,0
CS4210,188,14,1079,0
CS4211,57,21,1640,0
CS4212,2,20,1437,0
CS4213,73,23,1458,0
CS4214,68,23,1631,0
CS4215,20,21,1382,0
CS4216,197,20,1238,0
CS4217,54,17,1180,0
CS4218,25,27,1994,0
CS4219,133,23,1470,0
CS4220,57,21,1511,0
CS4221,90,19,1273,0
CS4222,20,28,2057,0
CS4223,14,23,1783,0
CS4224,23,19,1319,0
CS4225,11,23,1657,0
CS4226,74,21,1676,0
CS4227,23,24,1751,0
CS4228,31,21,1315,0
CS4229,27,17,1206,0
CS4230,0,21,1402,0
CS4231,12,14,1082,0
CS4232,56,32,2302,1
CS4233,17,20,1450,0
CS4234,15,18,1140,0
CS4235,77,17,1053,0
CS4236,98,21,1531,0
CS4237,59,21,1341,0
CS4238,55,17,1270,0
CS4239,6,17,1147,0
CS4240,47,20,1434,1
CS4241,6,18,1118,0
CS4242,10,11,686,0
CS4243,69,24,1586,0
CS4244,1,17,1131,0
CS4245,133,24,1693,0
CS4246,27,19,1319,0
CS4247,80,17,1357,0
CS4248,159,20,1618,1
CS4249,13,24,1635,0
CS4250,41,12,931,0
CS4251,10,22,1509,0
CS4252,45,27,1931,0
CS4253,140,10,655,0
CS4254,110,20,1452,0
CS4255,35,28,1984,0
CS4256,67,16,1117,0
CS4257,8,21,1571,0
CS4258,7,19,1282,0
CS4259,5,22,1424,0
CS4260,63,16,1074,1
CS4261,184,12,777,0
CS4262,33,19,1374,0
CS4263,0,17,1248,0
CS4264,166,18,1317,0
CS4265,79,20,1174,0
CS4266,76,23,1443,0
CS4267,73,24,1715,1
CS4268,1,30,2062,0
CS4269,33,20,1356,0
CS4270,3,21,1509,0
CS4271,25,20,1410,0
CS4272,81,19,1304,0
CS4273,203,20,1463,0
CS4274,63,15,916,0
CS4275,49,20,1395,0
CS4276,85,21,1543,1
CS4277,117,22,1488,0
CS4278,5,23,1478,0
CS4279,52,27,2063,0
CS4280,104,17,1194,0
CS4281,267,12,781,0
CS4282,13,19,1351,0
CS4283,104,20,1339,0
CS4284,28,27,1790,0
CS4285,28,21,1357,0
CS4286,21,15,1061,0
CS4287,84,26,1898,0
CS4288,61,16,983,0
CS4289,67,16,1075,0
CS4290,38,15,1042,0
CS4291,178,12,791,0
CS4292,107,16,1261,0
CS4293,28,15,1035,0
CS4294,67,20,1264,1
CS4295,165,22,1592,0
CS4296,11,22,1554,0
CS4297,47,20,1378,1
CS4298,147,18,1312,0
CS4299,50,19,1179,0
CS4300,202,17,1133,0
CS4301,88,20,1459,0
CS4302,42,17,1155,0
CS4303,82,31,2181,1
CS4304,320,19,1333,0
CS4305,47,14,973,0
CS4306,9,18,1136,0
CS4307,9,19,1220,0
CS4308,107,19,1397,0
CS4309,105,18,1152,0
CS4310,139,20,1434,0
CS4311,119,22,1531,1
CS4312,105,25,1751,0
CS4313,122,18,1285,0
CS4314,75,12,978,0
CS4315,45,18,1341,0
CS4316,45,22,1665,0
CS4317,49,19,1284,0
CS4318,67,18,1205,0
CS4319,69,19,1409,0
CS4320,80,38,2647,1
CS4321,217,16,1007,0
CS4322,15,22,1544,0
CS4323,115,20,1377,0
CS4324,41,20,1376,0
CS4325,42,16,1274,0
CS4326,60,21,1445,0
CS4327,90,15,1140,0
CS4328,84,21,1474,0
CS4329,59,30,2301,0
CS4330,146,30,1990,0
CS4331,293,18,1229,0
CS4332,17,20,1368,0
CS4333,49,28,1761,0
CS4334,42,19,1307,0
CS4335,83,10,660,0
CS4336,0,24,1671,0
CS4337,60,20,1264,0
CS4338,37,22,1468,0
CS4339,1,29,2017,1
CS4340,130,20,1541,1
CS4341,27,26,1755,0
CS4342,211,16,1132,0
CS4343,84,17,1118,0
CS4344,104,16,967,0
CS4345,25,24,1647,1
CS4346,98,10,719,0
CS4347,3,20,1497,0
CS4348,48,20,1487,0
CS4349,102,23,1801,0
CS4350,98,19,1276,1
CS4351,161,19,1081,0
CS4352,7,21,1490,1
CS4353,37,23,1811,0
CS4354,4,23,1641,1
CS4355,98,17,1287,0
CS4356,41,31,2127,1
CS4357,67,21,1543,1
CS4358,160,20,1424,1
CS4359,142,21,1531,0
CS4360,218,11,885,0
CS4361,194,21,1363,0
CS4362,22,25,1738,0
CS4363,12,24,1775,0
CS4364,48,12,726,0
CS4365,78,22,1705,0
CS4366,188,16,1092,0
CS4367,13,14,1000,0
CS4368,19,13,804,0
CS4369,100,19,1348,0
CS4370,1,15,1023,0
CS4371,1,16,1074,0
CS4372,63,16,1010,0
CS4373,17,20,1475,0
CS4374,1,25,1596,0
CS4375,10,20,1278,0
CS4376,151,20,1353,0
CS4377,100,14,818,0
CS4378,13,18,1345,0
CS4379,8,16,1076,0
CS4380,66,22,1470,1
CS4381,70,26,1868,1
CS4382,14,21,1502,0
CS4383,12,18,1412,0
CS4384,53,21,1510,0
CS4385,111,21,1662,0
CS4386,37,19,1241,0
CS4387,49,16,1051,0
CS4388,7,19,1442,0
CS4389,91,27,1894,1
CS4390,12,20,1264,0
CS4391,46,21,1506,1
CS4392,7,26,1786,0
CS4393,34,21,1446,0
CS4394,125,22,1522,0
CS4395,35,18,1231,0
CS4396,51,16,1191,0
CS4397,4,26,1741,0
CS4398,11,14,1134,0
CS4399,131,23,1444,0
CS4400,78,21,1466,0
CS4401,9,13,889,0
CS4402,17,17,1101,0
CS4403,0,18,1285,0
CS4404,1,18,1061,0
CS4405,372,16,1252,0
CS4406,26,16,1109,0
CS4407,32,22,1429,1
CS4408,44,14,865,0
CS4409,76,17,1388,1
CS4410,123,28,2047,0
CS4411,5,25,1803,1
CS4412,0,20,1405,0
CS4413,11,22,1491,0
CS4414,16,10,753,0
CS4415,332,18,1276,0
CS4416,38,22,1464,0
CS4417,33,26,1916,0
CS4418,21,21,1565,0
CS4419,450,16,1177,0
CS4420,49,15,1230,0
CS4421,59,23,1801,0
CS4422,30,21,1491,0
CS4423,45,12,761,0
CS4424,56,39,2933,0
CS4425,115,14,834,0
CS4426,157,21,1389,0
CS4427,99,19,1261,0
CS4428,119,18,1221,0
CS4429,28,20,1356,0
CS4430,45,16,1090,0
CS4431,88,23,1585,0
CS4432,61,15,1048,1
CS4433,70,22,1520,0
CS4434,146,14,1042,0
CS4435,9,16,1056,0
CS4436,104,12,791,0
CS4437,53,16,973,0
CS4438,5,24,1718,1
CS4439,181,12,684,0
CS4440,117,18,1266,0
CS4441,15,21,1336,0
CS4442,64,23,1679,1
CS4443,48,15,1056,0
CS4444,43,18,1051,0
CS4445,37,21,1387,0
CS4446,48,25,1973,0
CS4447,124,19,1443,0
CS4448,1,23,1525,0
CS4449,149,19,1270,0
CS4450,49,15,1078,0
CS4451,86,18,1210,1
CS4452,96,19,1296,0
CS4453,31,19,1386,0
CS4454,129,17,1125,0
CS4455,202,15,1101,0
CS4456,90,22,1701,0
CS4457,89,16,1204,1
CS4458,75,27,2025,1
CS4459,15,14,960,0
CS4460,49,19,1349,0
CS4461,29,20,1346,0
CS4462,216,21,1559,0
CS4463,64,17,1271,0
CS4464,114,13,1019,0
CS4465,2,19,1150,0
CS4466,85,20,1507,1
CS4467,14,22,1480,0
CS4468,25,18,1282,0
CS4469,112,15,1039,0
CS4470,78,24,1688,1
CS4471,86,20,1429,0
CS4472,2,16,1179,1
CS4473,86,23,1533,0
CS4474,150,25,1598,0
CS4475,40,23,1775,1
CS4476,7,19,1223,0
CS4477,0,17,1253,0
CS4478,0,19,1307,1
CS4479,33,20,1525,1
CS4480,11,17,1294,0
CS4481,0,14,920,0
CS4482,34,16,1148,0
CS4483,47,27,2057,1
CS4484,87,21,1575,0
CS4485,65,15,1043,0
CS4486,102,18,1341,0
CS4487,1,18,1339,0
CS4488,7,21,1452,0
CS4489,180,18,1292,0
CS4490,12,23,1503,0
CS4491,9,12,942,0
CS4492,163,14,1141,0
CS4493,96,18,1334,0
CS4494,71,14,992,1
CS4495,7,29,1944,0
CS4496,23,22,1506,0
CS4497,11,21,1670,0
CS4498,27,18,1223,0
CS4499,4,9,606,0
CS4500,155,20,1429,0
CS4501,117,18,1241,0
CS4502,114,14,980,0
CS4503,60,23,1605,1
CS4504,81,24,1766,0
CS4505,243,11,739,0
CS4506,6,21,1421,1
CS4507,103,18,1218,0
CS4508,86,17,1173,0
CS4509,97,18,1198,0
CS4510,115,26,1617,0
CS4511,190,21,1535,0
CS4512,33,23,1575,0
CS4513,11,17,1308,0
CS4514,9,17,1045,0
CS4515,0,21,1548,0
CS4516,9,23,1767,0
CS4517,86,28,2000,0
CS4518,42,17,1268,0
CS4519,52,11,809,0
CS4520,22,21,1412,0
CS4521,96,22,1637,0
CS4522,10,24,1699,0
CS4523,222,15,893,0
CS4524,5,23,1523,0
CS4525,138,23,1575,1
CS4526,109,22,1346,0
CS4527,115,18,1329,0
CS4528,35,14,1100,0
CS4529,304,11,756,0
CS4530,103,19,1477,0
CS4531,4,22,1532,0
CS4532,54,15,1209,0
CS4533,11,25,1457,1
CS4534,14,16,1063,0
CS4535,71,16,1095,1
CS4536,50,20,1365,0
CS4537,79,17,1175,0
CS4538,26,22,1591,0
CS4539,81,19,1341,1
CS4540,0,32,2361,1
CS4541,24,25,1582,0
CS4542,10,12,824,0
CS4543,31,24,1583,0
CS4544,22,16,1178,0
CS4545,128,11,669,0
CS4546,42,12,694,0
CS4547,224,20,1308,1
CS4548,12,15,995,0
CS4549,59,18,1293,1
CS4550,140,24,1832,0
CS4551,15,14,1007,0
CS4552,91,19,1376,0
CS4553,6,28,2081,0
CS4554,13,20,1312,0
CS4555,14,33,2331,0
CS4556,34,16,924,0
CS4557,132,15,1071,0
CS4558,52,25,1786,0
CS4559,18,13,777,0
CS4560,62,28,1972,0
CS4561,46,27,1892,1
CS4562,67,14,965,0
CS4563,53,25,1674,0
CS4564,307,22,1466,0
CS4565,65,23,1608,0
CS4566,142,15,1020,1
CS4567,93,9,574,0
CS4568,50,18,1138,0
CS4569,94,19,1205,0
CS4570,112,25,1736,0
CS4571,67,21,1416,0
CS4572,93,26,1567,1
CS4573,107,19,1367,0
CS4574,372,14,1053,0
CS4575,64,22,1451,0
CS4576,20,15,1085,0
CS4577,42,16,1335,0
CS4578,59,18,1191,1
CS4579,62,23,1744,0
CS4580,232,16,1251,1
CS4581,57,14,1153,0
CS4582,11,21,1516,1
CS4583,86,28,1988,0
CS4584,137,18,1151,0
CS4585,0,15,1115,0
CS4586,0,20,1505,0
CS4587,77,22,1657,0
CS4588,74,22,1508,0
CS4589,16,18,1146,0
CS4590,44,24,1625,0
CS4591,0,15,1084,0
CS4592,110,17,1157,0
CS4593,27,24,1760,0
CS4594,92,23,1685,0
CS4595,106,19,1376,0
CS4596,30,19,1383,0
CS4597,2,24,1520,0
CS4598,101,20,1118,0
CS4599,34,24,1638,0
CS4600,103,19,1181,0
CS4601,2,13,919,0
CS4602,25,24,1728,0
CS4603,64,30,2111,1
CS4604,9,29,2008,1
CS4605,62,17,1176,0
CS4606,206,20,1463,0
CS4607,14,18,1186,0
CS4608,0,32,2449,0
CS4609,64,28,2043,0
CS4610,144,20,1333,0
CS4611,81,23,1558,0
CS4612,122,18,1302,0
CS4613,24,21,1629,1
CS4614,4,17,1309,0
CS4615,129,24,1597,0
CS4616,21,19,1306,0
CS4617,16,28,1956,0
CS4618,29,20,1315,0
CS4619,25,15,1047,0
CS4620,261,15,1135,0
CS4621,22,17,1251,0
CS4622,116,19,1315,0
CS4623,32,23,1717,1
CS4624,241,24,1737,1
CS4625,163,28,1925,0
CS4626,200,20,1383,0
CS4627,34,23,1560,0
CS4628,3,18,1238,0
CS4629,80,19,1225,0
CS4630,233,10,704,0
CS4631,17,30,2157,0
CS4632,41,17,1315,0
CS4633,34,21,1457,0
CS4634,68,11,693,0
CS4635,1,20,1449,1
CS4636,93,16,1101,0
CS4637,4,19,1467,1
CS4638,31,24,1609,0
CS4639,56,25,1495,0
CS4640,18,29,2138,0
CS4641,301,19,1263,0
CS4642,12,22,1546,0
CS4643,52,19,1377,0
CS4644,126,14,942,0
CS4645,92,19,1293,0
CS4646,127,26,1772,0
CS4647,36,27,1955,0
CS4648,40,16,1157,0
CS4649,7,19,1286,0
CS4650,71,22,1599,0
CS4651,46,18,1258,0
CS4652,98,22,1561,1
CS4653,70,17,1103,0
CS4654,171,27,1832,0
CS4655,173,17,1245,0
CS4656,31,18,1285,0
CS4657,0,17,1257,0
CS4658,7,23,1626,0
CS4659,45,21,1422,0
CS4660,10,33,2527,0
CS4661,0,26,1769,0
CS4662,87,24,1788,0
CS4663,145,14,939,0
CS4664,37,17,1268,0
CS4665,117,18,1335,0
CS4666,162,22,1375,1
CS4667,19,13,894,0
CS4668,80,23,1698,0
CS4669,102,21,1432,0
CS4670,50,30,2214,0
CS4671,51,21,1368,0
CS4672,55,16,1153,0
CS4673,31,20,1393,0
CS4674,87,18,1468,0
CS4675,355,21,1521,0
CS4676,12,21,1526,0
CS4677,42,19,1276,0
CS4678,149,24,1581,0
CS4679,16,21,1607,0
CS4680,93,12,740,0
CS4681,9,22,1532,0
CS4682,12,21,1329,0
CS4683,133,15,1085,0
CS4684,130,17,1073,0
CS4685,225,24,1686,1
CS4686,63,23,1740,0
CS4687,79,24,1724,0
CS4688,91,20,1417,0
CS4689,156,13,852,0
CS4690,109,15,905,0
CS4691,4,22,1526,0
CS4692,12,18,1228,0
CS4693,29,17,1139,0
CS4694,112,13,953,0
CS4695,166,17,1237,0
CS4696,20,15,908,0
CS4697,23,25,1648,0
CS4698,167,17,1124,0
CS4699,27,19,1306,1
CS4700,2,18,1175,0
CS4701,45,23,1632,0
CS4702,89,25,1715,1
CS4703,296,20,1385,0
CS4704,22,20,1380,0
CS4705,93,13,985,0
CS4706,169,10,827,0
CS4707,113,22,1542,0
CS4708,16,21,1427,0
CS4709,138,17,1172,0
CS4710,92,21,1502,0
CS4711,7,23,1538,0
CS4712,55,14,1043,0
CS4713,28,24,1762,0
CS4714,169,16,1077,0
CS4715,21,19,1296,0
CS4716,45,13,970,0
CS4717,52,22,1613,1
CS4718,135,19,1354,0
CS4719,180,16,1273,0
CS4720,228,20,1187,0
CS4721,15,24,1606,0
CS4722,21,18,1250,0
CS4723,5,24,1707,0
CS4724,90,17,1044,0
CS4725,76,20,1348,0
CS4726,49,14,932,0
CS4727,11,22,1500,1
CS4728,94,14,1092,1
CS4729,13,16,1077,0
CS4730,31,21,1628,0
CS4731,5,17,1067,0
CS4732,278,16,1197,0
CS4733,144,23,1682,0
CS4734,10,19,1223,0
CS4735,28,18,1311,0
CS4736,17,14,986,0
CS4737,6,24,1668,0
CS4738,64,18,1258,0
CS4739,62,25,1818,1
CS4740,47,18,1141,0
CS4741,17,22,1629,0
CS4742,149,15,975,0
CS4743,20,16,1099,0
CS4744,91,19,1349,0
CS4745,35,22,1380,0
CS4746,4,31,2337,1
CS4747,8,11,718,0
CS4748,63,20,1525,1
CS4749,22,27,1959,0
CS4750,198,18,1266,0
CS4751,3,15,1232,0
CS4752,13,19,1162,0
CS4753,127,19,1209,0
CS4754,170,20,1423,0
CS4755,12,20,1598,1
CS4756,17,17,1196,0
CS4757,8,17,1188,0
CS4758,47,22,1388,0
CS4759,58,16,1138,0
CS4760,44,22,1707,0
CS4761,117,20,1365,0
CS4762,66,20,1313,0
CS4763,18,21,1382,0
CS4764,1,18,1396,0
CS4765,127,20,1299,0
CS4766,1,22,1605,0
CS4767,172,14,1046,0
CS4768,1,26,1721,1
CS4769,95,19,1271,0
CS4770,149,18,1134,0
CS4771,12,14,874,0
CS4772,22,19,1146,0
CS4773,175,27,2074,0
CS4774,233,18,1208,0
CS4775,29,20,1294,0
CS4776,7,22,1613,0
CS4777,55,25,1767,0
CS4778,108,18,1269,0
CS4779,8,23,1595,1
CS4780,74,17,1107,0
CS4781,17,15,1046,0
CS4782,2,17,1276,0
CS4783,2,19,1308,0
CS4784,178,23,1578,0
CS4785,25,16,1219,0
CS4786,135,17,1248,0
CS4787,25,20,1351,0
CS4788,54,19,1470,0
CS4789,79,22,1551,0
CS4790,54,19,1453,0
CS4791,32,16,1177,0
CS4792,25,20,1368,0
CS4793,36,27,1862,0
CS4794,29,23,1685,0
CS4795,20,25,1831,0
CS4796,153,18,1347,0
CS4797,25,21,1577,0
CS4798,23,27,2151,1
CS4799,197,18,1240,0
CS4800,68,23,1520,0
CS4801,49,18,1254,0
CS4802,7,20,1451,0
CS4803,50,18,1305,0
CS4804,42,25,1643,0
CS4805,121,17,1354,0
CS4806,93,18,1108,0
CS4807,53,20,1249,0
CS4808,66,24,1570,0
CS4809,260,19,1294,0
CS4810,68,21,1448,0
CS4811,232,20,1399,1
CS4812,36,15,1063,0
CS4813,72,20,1437,0
CS4814,169,19,1435,0
CS4815,29,25,1804,0
CS4816,72,18,1311,0
CS4817,10,21,1389,0
CS4818,10,13,942,0
CS4819,107,20,1457,1
CS4820,6,20,1408,0
CS4821,16,16,1161,0
CS4822,36,17,1118,0
CS4823,226,22,1555,0
CS4824,153,19,1353,0
CS4825,16,19,1407,0
CS4826,85,21,1497,0
CS4827,21,19,1242,0
CS4828,228,18,1339,0
CS4829,64,27,1870,0
CS4830,18,18,1253,0
CS4831,20,15,1010,0
CS4832,76,23,1482,0
CS4833,176,19,1262,0
CS4834,376,14,1091,0
CS4835,32,15,955,0
CS4836,55,23,1761,0
CS4837,14,20,1437,0
CS4838,8,17,1143,0
CS4839,40,24,1775,1
CS4840,17,14,999,0
CS4841,1,26,1960,0
CS4842,47,20,1319,0
CS4843,108,15,896,0
CS4844,149,26,1669,0
CS4845,2,23,1532,0
CS4846,40,27,1855,0
CS4847,11,21,1340,0
CS4848,1,18,1287,0
CS4849,7,25,1850,0
CS4850,18,17,1237,0
CS4851,65,18,1162,0
CS4852,64,23,1559,0
CS4853,80,19,1294,0
CS4854,3,18,1167,0
CS4855,4,24,1660,0
CS4856,29,16,1172,0
CS4857,3,19,1381,0
CS4858,59,28,2247,0
CS4859,34,18,1332,1
CS4860,263,23,1629,0
CS4861,80,15,1132,0
CS4862,150,26,1853,0
CS4863,40,21,1484,0
CS4864,56,18,1307,0
CS4865,1,26,1941,0
CS4866,26,19,1487,0
CS4867,30,30,2106,0
CS4868,11,27,1899,0
CS4869,79,18,1234,0
CS4870,2,19,1242,0
CS4871,10,26,2006,0
CS4872,2,22,1475,1
CS4873,311,14,1130,0
CS4874,101,21,1532,0
CS4875,47,20,1605,0
CS4876,168,23,1492,0
CS4877,8,16,1176,0
CS4878,77,22,1380,1
CS4879,22,18,1195,0
CS4880,65,20,1423,0
CS4881,6,17,1109,0
CS4882,104,16,1136,0
CS4883,104,15,1012,0
CS4884,34,19,1152,0
CS4885,182,21,1520,1
CS4886,9,20,1411,0
CS4887,36,23,1516,0
CS4888,85,21,1618,0
CS4889,5,23,1436,0
CS4890,129,17,1257,0
CS4891,40,19,1439,0
CS4892,131,22,1404,0
CS4893,64,20,1286,0
CS4894,83,12,824,0
CS4895,47,19,1197,0
CS4896,164,20,1423,1
CS4897,39,30,1999,1
CS4898,30,13,866,0
CS4899,15,19,1372,0
CS4900,16,17,1068,0
CS4901,72,23,1491,0
CS4902,27,18,1383,1
CS4903,2,26,1584,1
CS4904,13,24,1456,0
CS4905,14,23,1575,0
CS4906,65,22,1644,0
CS4907,63,19,1344,0
CS4908,148,24,1842,0
CS4909,68,17,1290,0
CS4910,137,18,1252,0
CS4911,130,15,1069,0
CS4912,10,19,1545,0
CS4913,91,16,1047,0
CS4914,133,21,1471,1
CS4915,24,23,1541,0
CS4916,57,21,1484,0
CS4917,50,20,1392,0
CS4918,139,22,1561,0
CS4919,468,13,863,0
CS4920,49,17,1173,0
CS4921,6,12,908,0
CS4922,16,16,1117,0
CS4923,223,18,1064,0
CS4924,111,23,1527,1
CS4925,87,21,1316,0
CS4926,44,16,1167,0
CS4927,48,20,1401,0
CS4928,37,18,1318,0
CS4929,43,25,1624,0
CS4930,36,20,1440,0
CS4931,16,29,2246,0
CS4932,157,26,1840,0
CS4933,243,16,1040,0
CS4934,159,24,1865,1
CS4935,103,21,1575,0
CS4936,41,25,1669,0
CS4937,88,16,1152,0
CS4938,1,15,1057,0
CS4939,107,29,2088,1
CS4940,38,15,1109,0
CS4941,18,22,1434,0
CS4942,162,19,1484,1
CS4943,17,19,1338,0
CS4944,26,27,2062,0
CS4945,50,23,1603,0
CS4946,36,21,1548,0
CS4947,44,11,834,0
CS4948,35,18,1287,0
CS4949,16,21,1365,1
CS4950,27,12,863,0
CS4951,95,20,1488,0
CS4952,111,25,1888,1
CS4953,176,21,1381,0
CS4954,1,20,1364,0
CS4955,17,25,1799,0
CS4956,25,18,1395,0
CS4957,56,23,1634,0
CS4958,44,14,812,0
CS4959,240,23,1768,0
CS4960,84,18,1216,0
CS4961,20,21,1365,0
CS4962,39,25,1774,0
CS4963,47,19,1243,0
CS4964,37,20,1237,0
CS4965,32,27,1790,0
CS4966,141,23,1504,0
CS4967,40,25,1818,0
CS4968,8,18,1278,0
CS4969,24,18,1295,0
CS4970,28,23,1712,0
CS4971,23,19,1367,0
CS4972,75,21,1433,0
CS4973,76,23,1626,1
CS4974,170,19,1273,0
CS4975,116,11,777,0
CS4976,29,19,1424,0
CS4977,75,22,1566,0
CS4978,382,10,675,0
CS4979,66,17,1104,0
CS4980,31,22,1564,0
CS4981,26,25,1703,0
CS4982,201,12,754,0
CS4983,8,18,1406,0
CS4984,75,18,1060,0
CS4985,18,21,1468,1
CS4986,6,16,1013,0
CS4987,39,16,1098,0
CS4988,85,20,1433,1
CS4989,20,15,918,0
CS4990,100,20,1406,0
CS4991,14,15,1143,0
CS4992,77,20,1350,0
CS4993,24,26,1765,0
CS4994,17,18,1216,0
CS4995,118,20,1331,1
CS4996,27,25,1635,0
CS4997,260,15,1074,0
CS4998,9,34,2358,0
CS4999,95,11,788,0
CS5000,33,19,1408,0
CS5001,29,22,1593,1
CS5002,71,11,815,0
CS5003,76,16,1207,0
CS5004,80,18,1302,0
CS5005,25,17,1146,0
CS5006,42,24,1651,0
CS5007,34,24,1518,0
CS5008,67,16,1159,0
CS5009,73,16,1067,0
CS5010,17,24,1698,0
CS5011,79,20,1480,0
CS5012,88,24,1602,0
CS5013,135,18,1298,1
CS5014,46,21,1342,0
CS5015,165,22,1423,0
CS5016,4,25,1701,0
CS5017,15,18,1255,0
CS5018,75,25,1628,0
CS5019,93,20,1338,0
CS5020,298,9,572,0
CS5021,153,20,1341,0
CS5022,147,15,1209,0
CS5023,41,22,1713,0
CS5024,197,18,1214,1
CS5025,79,28,1973,0
CS5026,177,30,2098,1
CS5027,2,22,1586,0
CS5028,19,29,2098,0
CS5029,83,16,1162,0
CS5030,128,16,1028,0
CS5031,60,24,1585,0
CS5032,27,23,1763,0
CS5033,92,22,1687,0
CS5034,71,17,1130,0
CS5035,63,14,1037,0
CS5036,163,20,1292,0
CS5037,4,15,1149,0
CS5038,73,22,1470,0
CS5039,37,25,1673,0
CS5040,1,24,1731,0
CS5041,10,25,1763,0
CS5042,0,21,1646,0
CS5043,55,17,1109,0
CS5044,138,21,1477,1
CS5045,300,12,1019,0
CS5046,38,24,1712,1
CS5047,11,19,1381,0
CS5048,2,22,1464,0
CS5049,1,28,1979,0
CS5050,9,19,1515,0
CS5051,29,19,1232,0
CS5052,68,24,1486,0
CS5053,126,18,1501,0
CS5054,165,16,1279,0
CS5055,68,23,1644,0
CS5056,122,17,1337,0
CS5057,104,26,2008,0
CS5058,13,18,1146,0
CS5059,34,20,1486,0
CS5060,101,15,1082,0
CS5061,25,22,1412,0
CS5062,173,20,1443,0
CS5063,22,27,1901,0
CS5064,76,15,1200,0
CS5065,10,24,1463,0
CS5066,31,26,1696,0
CS5067,14,27,1857,0
CS5068,23,22,1500,0
CS5069,105,23,1666,1
CS5070,110,21,1477,0
CS5071,32,16,1180,0
CS5072,126,16,1085,0
CS5073,152,18,1362,0
CS5074,86,15,1010,0
CS5075,20,18,1180,0
CS5076,44,21,1371,1
CS5077,9,21,1444,0
CS5078,111,19,1351,0
CS5079,55,23,1469,0
CS5080,284,18,1209,0
CS5081,14,22,1645,0
CS5082,19,29,2072,0
CS5083,65,26,1974,0
CS5084,33,20,1465,0
CS5085,210,18,1313,0
CS5086,90,21,1287,1
CS5087,47,15,874,0
CS5088,29,22,1556,0
CS5089,57,12,874,0
CS5090,6,21,1552,0
CS5091,205,13,976,0
CS5092,21,18,1200,0
CS5093,65,27,1838,1
CS5094,9,18,1289,0
CS5095,23,20,1423,0
CS5096,181,18,1348,1
CS5097,57,26,1757,0
CS5098,76,17,1147,0
CS5099,12,16,1151,0
CS5100,55,23,1595,0
CS5101,128,17,1033,0
CS5102,58,15,982,0
CS5103,22,16,1011,0
CS5104,210,16,1102,0
CS5105,134,17,1248,0
CS5106,127,20,1492,0
CS5107,23,28,1994,0
CS5108,8,14,968,0
CS5109,40,35,2506,0
CS5110,10,11,807,0
CS5111,67,28,1948,1
CS5112,8,14,1003,0
CS5113,11,19,1314,1
CS5114,121,20,1610,0
CS5115,55,22,1298,1
CS5116,56,20,1408,0
CS5117,40,19,1332,0
CS5118,35,26,1764,0
CS5119,206,17,1319,0
CS5120,22,16,1196,0
CS5121,30,16,1175,0
CS5122,53,23,1513,0
CS5123,399,15,1047,0
CS5124,90,28,1973,1
CS5125,12,20,1319,0
CS5126,18,25,1654,0
CS5127,110,15,1208,0
CS5128,91,27,1856,0
CS5129,96,24,1567,0
CS5130,77,25,1666,0
CS5131,128,29,2083,0
CS5132,29,22,1568,0
CS5133,36,18,1428,1
